"","idno","cntry","nwspol","netusoft","netustm","polintr","psppsgva","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstsci","happy","inprdsc","gndr","agea"
"28646",77538,"NO",60,5,300,2,3,3,6,8,9,4,4,7,8,4,2,42
"28647",77551,"NO",120,5,360,2,4,5,10,10,7,8,8,10,8,4,1,43
"28648",77585,"NO",5,5,330,2,2,5,8,9,9,7,4,5,9,6,1,55
"28649",77654,"NO",60,5,360,3,4,2,9,9,9,7,7,7,9,5,1,17
"28650",77658,"NO",120,5,240,2,3,2,9,10,10,7,8,8,8,3,2,45
"28651",77660,"NO",150,5,780,3,3,4,9,9,9,8,8,10,9,4,1,30
"28652",77720,"NO",60,5,210,2,2,3,7,6,8,6,5,8,8,3,1,62
"28653",77721,"NO",60,5,360,2,3,3,6,8,6,3,3,8,8,5,1,53
"28654",77748,"NO",60,5,780,2,4,5,5,10,5,5,5,10,9,4,1,37
"28655",77812,"NO",30,5,360,3,3,2,7,8,9,6,6,7,8,5,2,22
"28656",77843,"NO",120,3,6666,3,2,2,9,8,10,7,7,9,10,3,2,75
"28657",77858,"NO",60,1,6666,2,3,1,7,8,7,6,7,6,6,4,2,77
"28658",77873,"NO",30,5,60,2,3,2,8,10,10,7,6,7,10,6,2,38
"28659",77888,"NO",30,5,840,2,3,3,7,8,8,6,6,99,9,3,1,43
"28660",77908,"NO",60,5,8888,3,3,4,9,5,10,6,8,8,7,1,1,21
"28661",78006,"NO",210,5,240,1,4,4,5,5,5,5,5,6,5,1,2,70
"28662",78032,"NO",20,5,240,3,3,3,8,7,6,6,5,8,9,3,1,16
"28663",78043,"NO",180,5,240,2,3,1,9,7,8,6,6,8,10,4,2,76
"28664",78064,"NO",60,5,180,1,4,2,0,3,3,2,4,4,8,4,2,61
"28665",78066,"NO",150,5,450,3,4,3,8,7,8,6,6,10,7,4,1,21
"28666",78082,"NO",60,5,600,2,4,3,8,9,8,3,4,8,7,4,2,36
"28667",78086,"NO",90,3,6666,2,3,2,8,7,8,4,4,4,7,3,1,73
"28668",78090,"NO",120,4,240,2,4,4,9,9,9,8,8,7,8,3,1,62
"28669",78110,"NO",150,5,120,1,3,4,6,8,8,7,4,8,10,0,1,61
"28670",78155,"NO",60,5,90,3,3,3,10,10,10,5,5,7,8,4,2,56
"28671",78184,"NO",120,5,60,3,3,2,5,7,7,5,3,4,5,0,2,68
"28672",78277,"NO",20,5,240,3,2,2,7,5,3,7,5,7,7,3,2,24
"28673",78295,"NO",60,5,600,2,4,3,7,5,1,3,3,7,10,4,2,48
"28674",78324,"NO",150,4,15,2,4,3,10,8,7,6,6,7,9,5,2,68
"28675",78331,"NO",45,5,90,2,3,3,10,9,10,8,8,7,10,2,1,50
"28676",78362,"NO",90,5,150,2,4,3,7,10,9,6,6,9,8,2,2,61
"28677",78431,"NO",120,5,60,1,3,3,5,8,8,4,7,5,5,4,1,76
"28678",78441,"NO",90,5,210,2,4,2,9,8,8,7,7,8,7,3,1,38
"28679",78483,"NO",0,5,300,3,2,2,10,10,10,9,8,10,9,5,2,16
"28680",78496,"NO",20,5,240,3,2,2,5,8,8,4,99,8,6,4,2,33
"28681",78526,"NO",60,4,30,2,3,1,10,10,10,8,8,7,8,1,2,69
"28682",78527,"NO",30,5,180,3,3,2,10,8,9,7,7,10,7,4,2,46
"28683",78544,"NO",120,5,180,3,3,2,7,9,9,7,7,8,9,4,2,65
"28684",78546,"NO",30,5,120,1,3,4,7,8,8,5,5,6,9,3,2,48
"28685",78588,"NO",120,5,180,3,2,1,5,5,6,4,5,6,8,1,2,64
"28686",78618,"NO",60,5,480,3,3,2,8,10,10,3,3,7,10,3,2,44
"28687",78642,"NO",180,5,180,1,3,4,3,5,5,2,3,7,9,2,1,69
"28688",78672,"NO",90,5,240,2,4,5,7,7,6,5,5,6,8,1,2,52
"28689",78710,"NO",60,5,90,3,3,1,8,7,9,5,5,7,7,4,2,48
"28690",78721,"NO",60,5,480,3,4,2,9,8,8,7,7,8,9,4,2,31
"28691",78745,"NO",60,5,120,1,2,5,9,9,8,2,3,4,10,2,1,65
"28692",78780,"NO",60,5,480,1,1,3,5,9,5,2,1,4,9,4,1,41
"28693",78786,"NO",120,5,660,3,3,3,8,9,9,7,7,9,6,4,2,17
"28694",78808,"NO",10,5,300,3,3,4,7,8,9,7,5,9,9,4,2,19
"28695",78817,"NO",60,5,480,2,1,2,5,2,7,4,4,7,5,4,2,54
"28696",78883,"NO",15,5,8888,3,1,3,5,6,6,3,4,8,6,2,2,22
"28697",78899,"NO",120,5,600,2,3,4,8,9,9,7,5,9,8,5,2,30
"28698",78935,"NO",60,5,240,3,2,1,0,7,7,0,0,2,8,3,1,38
"28699",78943,"NO",60,5,420,3,4,4,10,10,8,6,5,6,10,5,2,35
"28700",78969,"NO",30,5,270,3,4,4,7,10,9,6,6,7,8,3,1,40
"28701",78986,"NO",60,5,180,2,4,3,8,9,9,7,7,9,8,5,2,49
"28702",78996,"NO",120,5,300,3,3,2,3,4,6,4,3,5,9,2,1,43
"28703",79004,"NO",30,5,480,3,4,1,9,9,10,8,7,6,7,5,2,23
"28704",79013,"NO",120,5,180,2,3,2,5,8,8,5,8,9,8,2,1,67
"28705",79018,"NO",60,5,240,2,3,4,7,9,7,6,6,8,6,3,2,26
"28706",79020,"NO",360,5,480,1,5,5,9,10,10,8,9,9,7,4,1,44
"28707",79031,"NO",120,5,660,2,3,5,8,8,8,7,7,8,7,6,2,25
"28708",79080,"NO",120,4,120,2,2,2,8,9,6,6,5,8,9,4,1,70
"28709",79088,"NO",120,5,60,2,4,4,8,8,8,7,7,7,8,2,2,53
"28710",79094,"NO",60,5,180,3,4,3,8,9,9,7,5,10,7,4,1,43
"28711",79131,"NO",60,5,90,3,2,2,10,7,6,7,9,7,10,2,1,79
"28712",79168,"NO",60,5,180,3,3,2,7,7,9,7,7,7,9,3,2,40
"28713",79259,"NO",30,5,120,1,3,4,8,9,8,7,7,7,8,3,2,57
"28714",79267,"NO",20,5,480,3,4,3,7,7,7,6,5,8,8,4,2,49
"28715",79272,"NO",10,5,60,4,2,1,8,10,10,5,5,10,10,2,2,50
"28716",79291,"NO",5,5,300,3,2,3,8,7,8,6,7,8,7,2,1,15
"28717",79300,"NO",5,5,90,3,1,1,1,5,8,4,1,99,6,3,1,43
"28718",79353,"NO",60,5,15,2,4,4,9,9,9,7,8,8,8,4,2,55
"28719",79369,"NO",9999,5,300,2,3,3,7,9,8,6,6,7,6,3,1,46
"28720",79390,"NO",15,5,540,3,3,2,9,9,10,5,5,9,9,4,2,32
"28721",79418,"NO",240,5,780,1,3,4,9,3,7,2,3,4,10,2,1,70
"28722",79425,"NO",120,5,120,2,3,2,6,8,7,6,6,8,7,1,1,60
"28723",79441,"NO",210,1,6666,2,4,3,8,9,9,6,5,9,8,4,1,69
"28724",79497,"NO",90,5,300,3,3,2,8,9,8,7,7,8,9,4,1,47
"28725",79501,"NO",240,5,600,1,4,4,6,9,8,4,6,8,9,3,2,56
"28726",79505,"NO",90,5,420,2,3,3,8,7,8,5,5,8,7,4,2,23
"28727",79521,"NO",60,5,8888,2,2,3,8,10,8,3,3,7,7,3,1,37
"28728",79539,"NO",9999,9,9999,3,2,4,3,6,4,2,2,7,8,4,1,62
"28729",79676,"NO",30,5,180,3,4,2,10,8,9,7,8,9,7,5,1,22
"28730",79714,"NO",30,5,90,3,1,4,2,2,2,2,2,3,7,6,1,54
"28731",79718,"NO",90,5,300,2,4,3,9,8,8,8,8,8,8,4,2,43
"28732",79720,"NO",120,5,150,2,3,2,6,6,7,5,6,5,8,4,2,70
"28733",79743,"NO",25,5,270,4,4,4,6,6,9,7,5,10,6,4,2,16
"28734",79766,"NO",30,5,600,2,2,3,5,9,8,3,4,6,8,2,1,50
"28735",79774,"NO",60,5,300,2,3,2,7,7,7,5,6,7,7,4,2,42
"28736",79783,"NO",90,5,600,2,3,2,8,6,7,5,4,7,8,3,1,59
"28737",79814,"NO",90,5,600,1,5,5,10,8,7,8,8,10,9,4,1,38
"28738",79815,"NO",60,5,600,2,4,3,6,7,9,7,7,6,9,4,2,58
"28739",79837,"NO",120,5,240,2,4,1,10,10,10,8,8,10,9,2,2,49
"28740",79885,"NO",15,5,60,3,1,3,3,5,6,2,3,9,6,4,1,46
"28741",79889,"NO",70,5,450,1,4,3,9,7,8,7,7,8,8,4,1,61
"28742",79897,"NO",20,5,180,3,3,4,8,7,8,6,6,7,8,6,2,17
"28743",79910,"NO",60,5,600,2,3,3,9,9,9,8,8,10,9,3,1,43
"28744",79945,"NO",120,5,120,3,2,2,9,9,9,7,8,10,7,3,1,46
"28745",79957,"NO",120,5,480,2,3,4,8,7,8,8,6,9,6,5,1,17
"28746",79971,"NO",5,5,120,3,2,3,6,9,9,6,5,8,8,3,2,36
"28747",80003,"NO",120,5,270,2,3,5,9,99,10,7,7,10,8,3,1,26
"28748",80052,"NO",30,5,270,2,3,2,9,10,9,6,8,7,9,4,2,30
"28749",80053,"NO",20,5,360,2,4,3,7,7,8,7,6,7,6,3,2,39
"28750",80056,"NO",5,5,90,3,3,1,2,2,7,0,0,5,2,4,2,39
"28751",80074,"NO",90,5,480,2,3,3,6,7,7,6,6,5,7,4,2,31
"28752",80079,"NO",60,5,180,2,3,2,7,10,4,5,7,8,6,5,1,38
"28753",80093,"NO",45,5,90,2,2,4,4,8,8,4,4,5,6,3,2,61
"28754",80104,"NO",60,5,480,3,3,3,6,8,8,4,5,7,8,4,2,39
"28755",80117,"NO",180,2,6666,2,2,4,10,8,8,6,5,8,8,3,1,69
"28756",80134,"NO",30,5,480,2,3,3,3,6,6,3,4,7,7,3,1,48
"28757",80140,"NO",45,5,180,3,4,3,9,9,8,6,6,7,9,4,1,49
"28758",80179,"NO",25,5,600,2,3,4,7,7,6,4,5,6,8,3,1,46
"28759",80192,"NO",120,5,660,2,4,5,10,10,10,9,9,9,10,4,2,62
"28760",80196,"NO",5,5,60,2,2,3,7,3,2,0,3,1,9,1,1,57
"28761",80231,"NO",30,5,720,2,3,4,9,9,8,8,8,7,8,6,1,24
"28762",80259,"NO",45,4,150,2,3,4,8,7,2,5,5,9,1,3,1,24
"28763",80262,"NO",60,5,300,3,3,1,10,8,10,8,7,7,9,5,2,23
"28764",80270,"NO",60,5,180,3,4,3,8,9,8,7,7,6,10,2,1,41
"28765",80334,"NO",60,5,120,2,3,2,8,7,7,6,7,6,3,3,2,45
"28766",80406,"NO",60,4,120,3,3,1,5,7,7,5,5,5,7,4,2,30
"28767",80414,"NO",30,5,150,1,4,3,3,4,2,5,4,7,8,4,2,40
"28768",80425,"NO",3,5,120,3,3,5,9,9,9,7,7,99,7,2,1,43
"28769",80449,"NO",30,5,600,3,2,1,9,99,9,7,5,7,3,2,2,20
"28770",80473,"NO",60,5,300,3,2,1,8,8,8,5,5,8,4,4,2,43
"28771",80506,"NO",60,5,180,3,1,3,6,99,7,5,5,6,8,1,1,46
"28772",80508,"NO",20,5,420,3,3,2,8,7,7,6,7,99,8,4,1,15
"28773",80516,"NO",60,5,300,3,3,3,10,8,8,8,8,10,8,3,2,63
"28774",80592,"NO",20,5,330,2,4,4,10,10,10,10,10,10,9,6,2,17
"28775",80648,"NO",30,5,390,3,3,3,8,8,9,6,7,6,7,4,2,25
"28776",80651,"NO",120,5,240,2,3,4,8,8,8,7,7,7,10,5,2,73
"28777",80662,"NO",180,5,60,2,4,4,8,8,8,8,7,7,7,4,2,64
"28778",80691,"NO",240,5,720,1,3,4,6,4,5,3,4,8,5,6,2,26
"28779",80711,"NO",180,5,270,1,4,5,10,9,9,8,7,7,8,6,1,65
"28780",80716,"NO",60,5,360,1,4,4,8,9,6,7,7,9,8,6,1,24
"28781",80782,"NO",180,5,180,2,3,2,8,8,7,7,7,5,8,4,2,66
"28782",80804,"NO",5,5,256,4,3,1,10,8,10,10,10,10,9,3,2,21
"28783",80823,"NO",180,5,90,2,3,3,7,5,4,5,5,9,5,99,1,76
"28784",80901,"NO",60,5,30,1,2,3,7,7,8,5,5,6,8,2,1,71
"28785",80902,"NO",60,5,60,2,3,4,8,9,9,6,8,8,6,1,1,50
"28786",80910,"NO",90,5,480,1,3,4,9,9,8,8,8,7,9,5,1,30
"28787",80924,"NO",240,5,45,2,4,4,10,10,10,8,8,7,9,3,2,75
"28788",80937,"NO",210,5,90,2,3,3,10,10,10,8,8,10,7,2,1,90
"28789",80939,"NO",90,5,120,2,4,4,8,6,5,7,7,7,8,6,1,62
"28790",80960,"NO",10,5,930,3,1,3,4,5,5,3,3,7,9,3,1,35
"28791",81007,"NO",30,5,180,3,4,2,9,9,9,7,8,7,8,4,1,19
"28792",81033,"NO",120,5,240,1,4,4,9,9,10,9,8,7,7,4,1,46
"28793",81064,"NO",60,5,180,2,4,3,7,8,8,6,6,6,9,3,2,52
"28794",81068,"NO",60,5,150,3,2,1,5,4,2,5,5,7,7,2,1,62
"28795",81071,"NO",30,5,480,2,3,3,5,5,7,3,3,8,9,4,2,58
"28796",81110,"NO",20,5,240,3,3,2,8,9,9,8,8,7,9,3,1,29
"28797",81117,"NO",30,5,600,3,3,2,7,7,9,6,6,9,7,3,1,33
"28798",81127,"NO",75,5,30,2,4,2,5,6,7,5,6,7,8,3,2,69
"28799",81150,"NO",60,5,240,3,3,2,8,7,7,6,7,5,6,3,2,45
"28800",81184,"NO",45,5,90,3,2,1,7,7,5,5,5,9,6,4,2,58
"28801",81207,"NO",45,5,180,2,3,3,9,9,9,7,7,9,10,4,1,53
"28802",81213,"NO",120,5,300,1,3,5,8,7,8,7,6,9,8,3,1,71
"28803",81218,"NO",60,5,60,2,4,4,9,9,9,7,7,9,8,2,1,55
"28804",81248,"NO",60,5,360,3,2,1,7,8,7,4,3,6,8,4,1,30
"28805",81260,"NO",60,5,240,2,4,2,7,8,9,8,6,9,9,5,2,32
"28806",81266,"NO",30,5,120,3,4,2,8,9,9,8,7,9,8,3,1,42
"28807",81272,"NO",30,5,420,3,3,2,8,9,9,5,7,10,9,4,1,22
"28808",81293,"NO",30,5,240,2,3,4,7,9,7,5,5,10,10,5,2,29
"28809",81347,"NO",120,5,180,2,3,2,8,8,7,6,4,9,7,4,1,70
"28810",81395,"NO",180,5,20,1,3,4,6,7,7,5,5,7,8,0,2,79
"28811",81418,"NO",20,5,300,3,3,3,8,9,9,8,8,8,8,5,2,17
"28812",81450,"NO",60,5,45,1,2,2,5,3,3,4,3,8,8,1,1,55
"28813",81516,"NO",60,5,480,2,3,3,10,10,8,7,7,8,9,3,1,59
"28814",81521,"NO",5,5,360,3,4,2,2,3,4,1,1,7,4,3,2,25
"28815",81528,"NO",10,5,180,3,3,2,8,7,6,5,2,3,8,3,2,23
"28816",81588,"NO",120,5,300,1,3,3,8,8,8,8,6,6,9,4,2,36
"28817",81597,"NO",15,5,240,3,3,2,7,7,8,6,6,6,6,6,2,20
"28818",81620,"NO",10,5,120,3,2,3,6,3,2,4,4,8,8,2,2,53
"28819",81638,"NO",30,5,90,3,3,3,6,7,7,4,5,5,5,1,2,27
"28820",81647,"NO",150,5,60,2,4,3,10,10,10,9,10,10,10,4,2,77
"28821",81666,"NO",60,5,540,2,3,4,8,8,5,5,5,8,7,3,1,25
"28822",81712,"NO",180,5,240,2,4,4,7,9,8,8,7,8,8,6,1,46
"28823",81718,"NO",60,5,120,2,3,3,8,9,7,7,7,6,8,4,1,36
"28824",81736,"NO",120,5,180,2,4,3,8,9,9,7,7,9,9,4,2,45
"28825",81743,"NO",0,5,420,3,3,3,8,8,8,4,5,5,7,4,1,21
"28826",81744,"NO",120,5,600,3,3,1,3,4,4,2,2,6,6,4,2,44
"28827",81766,"NO",180,4,120,2,3,3,8,9,7,6,6,7,8,2,1,73
"28828",81813,"NO",90,5,90,3,4,2,7,6,9,5,6,7,10,4,2,72
"28829",81825,"NO",120,5,240,2,3,3,8,8,4,6,6,7,9,4,2,54
"28830",81847,"NO",20,5,300,3,2,2,7,9,9,6,5,8,7,3,2,19
"28831",81862,"NO",120,5,180,3,3,3,8,8,8,6,6,8,9,2,2,65
"28832",81867,"NO",300,5,180,2,3,3,8,9,8,7,7,8,3,3,1,62
"28833",81887,"NO",30,5,480,2,3,3,7,8,4,6,6,9,7,1,1,37
"28834",81915,"NO",120,5,120,3,4,3,99,8,8,8,8,9,10,4,1,78
"28835",81938,"NO",60,5,180,3,3,2,8,9,9,6,6,6,9,5,2,21
"28836",81944,"NO",150,5,90,1,3,3,8,9,8,5,5,6,7,3,1,66
"28837",81961,"NO",90,5,480,2,4,5,8,10,10,7,7,10,7,5,1,25
"28838",81971,"NO",180,5,600,3,3,3,8,9,9,5,5,7,8,4,1,57
"28839",82002,"NO",120,5,300,3,3,3,9,9,9,7,6,6,8,4,2,49
"28840",82047,"NO",90,5,45,1,3,3,5,8,8,5,5,3,9,3,1,52
"28841",82059,"NO",60,5,360,3,2,2,6,5,5,4,5,6,8,2,1,33
"28842",82166,"NO",60,4,60,3,3,3,5,7,7,6,4,7,7,3,1,85
"28843",82181,"NO",120,5,120,2,3,3,9,9,9,7,7,8,8,3,2,50
"28844",50001,"PT",60,3,6666,4,2,1,5,2,7,3,3,7,6,2,2,72
"28845",50010,"PT",30,5,180,3,4,1,5,3,8,5,3,7,8,2,2,38
"28846",50020,"PT",60,5,180,3,2,1,5,5,10,6,6,88,10,2,2,68
"28847",50023,"PT",60,1,6666,4,1,1,2,2,5,2,2,5,8,3,1,69
"28848",50068,"PT",60,5,240,3,2,2,7,7,9,7,7,10,7,3,1,32
"28849",50092,"PT",60,4,240,1,3,3,7,7,7,6,5,8,9,3,2,52
"28850",50123,"PT",60,2,6666,3,1,1,6,5,7,3,3,9,9,2,1,67
"28851",50147,"PT",60,5,480,3,3,1,1,0,4,1,1,7,8,77,2,47
"28852",50159,"PT",30,5,120,2,2,1,6,5,5,3,3,8,8,3,1,33
"28853",50177,"PT",60,5,90,4,8,1,88,88,7,6,6,88,6,1,2,57
"28854",50220,"PT",120,5,720,2,2,1,4,7,7,4,3,6,7,3,2,26
"28855",50227,"PT",105,5,250,3,1,1,3,4,6,0,0,9,7,0,1,45
"28856",50240,"PT",120,1,6666,3,1,2,2,5,6,1,2,7,7,1,2,51
"28857",50263,"PT",60,3,6666,3,2,1,5,4,8,5,5,3,8,4,2,57
"28858",50265,"PT",60,4,40,4,2,2,5,0,7,3,2,6,8,4,2,52
"28859",50287,"PT",30,5,120,3,3,2,6,5,7,5,5,8,7,3,2,30
"28860",50316,"PT",30,5,600,2,4,4,6,4,8,4,4,8,6,2,2,18
"28861",50338,"PT",60,1,6666,4,1,1,2,88,3,0,5,6,10,4,2,68
"28862",50347,"PT",60,3,6666,3,3,1,5,4,7,6,3,7,7,4,2,62
"28863",50367,"PT",960,5,60,3,1,1,5,6,8,4,4,8,7,3,1,34
"28864",50369,"PT",90,5,360,3,3,2,6,5,7,5,5,8,9,3,1,17
"28865",50371,"PT",60,5,600,2,2,3,8,5,9,5,7,10,8,5,1,48
"28866",50372,"PT",60,5,180,3,3,1,4,5,8,1,1,9,10,4,1,48
"28867",50379,"PT",30,5,180,4,1,1,4,0,7,0,0,7,5,4,2,41
"28868",50403,"PT",240,1,6666,2,2,2,88,5,5,5,2,10,10,5,2,82
"28869",50437,"PT",120,3,6666,4,2,2,8,6,5,6,6,6,8,2,2,56
"28870",50439,"PT",150,1,6666,3,1,2,5,5,6,4,4,10,9,6,1,70
"28871",50443,"PT",60,1,6666,4,2,1,5,88,5,2,2,5,4,1,2,74
"28872",50453,"PT",180,5,300,2,4,4,8,8,6,6,5,5,5,4,2,47
"28873",50460,"PT",90,3,6666,2,4,2,9,6,9,5,5,10,7,3,2,43
"28874",50519,"PT",180,5,195,3,3,2,5,5,6,3,3,8,8,3,2,45
"28875",50542,"PT",60,5,480,4,4,2,77,8,8,77,77,8,8,3,2,57
"28876",50547,"PT",720,1,6666,4,3,2,0,0,5,3,3,8,5,1,1,64
"28877",50566,"PT",120,5,120,2,3,2,7,7,8,7,7,9,5,3,2,68
"28878",50573,"PT",60,5,60,2,1,2,5,5,5,2,0,8,8,2,2,38
"28879",50579,"PT",120,1,6666,4,2,1,0,0,8,0,0,5,7,2,1,80
"28880",50596,"PT",30,1,6666,4,1,1,2,3,4,2,2,8,7,1,1,77
"28881",50602,"PT",60,1,6666,4,1,1,88,88,5,0,0,3,2,0,2,82
"28882",50619,"PT",60,1,6666,3,3,2,5,2,6,5,5,10,8,1,2,67
"28883",50626,"PT",180,5,180,3,1,3,0,1,6,0,0,7,7,0,2,70
"28884",50646,"PT",120,5,60,3,2,2,6,6,8,5,5,8,8,4,2,61
"28885",50650,"PT",30,5,480,3,2,1,3,5,8,3,3,9,7,3,2,26
"28886",50651,"PT",60,1,6666,4,1,1,5,4,5,5,5,5,6,1,1,79
"28887",50662,"PT",45,2,6666,4,3,3,3,3,6,5,3,8,8,2,1,58
"28888",50711,"PT",30,1,6666,4,3,1,7,3,9,5,7,8,5,4,1,62
"28889",50736,"PT",60,1,6666,4,1,1,0,0,10,0,0,10,2,0,1,75
"28890",50749,"PT",45,5,300,2,3,2,7,6,8,7,7,10,5,3,2,57
"28891",50764,"PT",30,5,240,4,3,1,0,0,5,0,0,5,5,3,1,39
"28892",50829,"PT",10,1,6666,4,2,1,0,0,6,0,0,5,8,2,1,51
"28893",50846,"PT",30,4,30,4,1,1,4,4,6,0,0,0,6,1,2,42
"28894",50853,"PT",330,1,6666,4,2,1,2,2,7,0,0,5,5,0,2,76
"28895",50866,"PT",120,5,30,3,2,1,3,3,6,3,4,6,6,2,1,64
"28896",50880,"PT",1080,1,6666,4,1,1,0,5,5,0,1,5,8,0,2,81
"28897",50882,"PT",60,5,240,1,3,2,7,5,7,5,5,10,2,0,2,58
"28898",50890,"PT",90,1,6666,3,2,1,5,7,9,6,6,8,8,1,1,80
"28899",50912,"PT",1020,5,180,3,2,1,6,3,4,4,4,8,5,3,1,44
"28900",50925,"PT",60,5,120,2,4,5,8,5,8,6,9,10,10,1,1,72
"28901",50930,"PT",120,1,6666,4,8,1,2,88,6,2,1,88,3,2,2,87
"28902",50971,"PT",30,5,90,1,2,1,2,1,3,1,0,8,8,3,1,34
"28903",50973,"PT",45,5,90,2,2,3,8,8,9,7,7,9,9,4,2,60
"28904",51000,"PT",30,1,6666,4,1,1,1,5,5,0,0,8,5,3,2,69
"28905",51002,"PT",90,5,150,4,1,1,7,0,7,0,1,5,6,3,2,46
"28906",51031,"PT",180,5,60,4,1,1,5,2,7,5,5,7,8,4,1,51
"28907",51086,"PT",120,1,6666,4,1,1,3,2,3,3,6,6,8,2,2,78
"28908",51103,"PT",60,1,6666,2,2,1,10,10,10,6,6,10,5,0,1,78
"28909",51125,"PT",30,1,6666,4,1,1,7,7,7,4,4,5,9,3,2,82
"28910",51142,"PT",840,5,510,4,1,1,5,3,5,0,3,8,7,4,2,45
"28911",51147,"PT",1020,2,6666,3,3,1,1,0,0,0,0,6,5,0,1,50
"28912",51161,"PT",120,5,720,2,3,2,2,6,8,6,3,9,8,2,1,54
"28913",51164,"PT",20,2,6666,2,3,2,8,10,10,6,5,7,10,3,2,36
"28914",51177,"PT",60,5,300,4,3,4,6,5,6,4,5,9,6,3,2,33
"28915",51219,"PT",90,5,300,1,2,3,7,3,6,3,4,8,7,1,1,58
"28916",51240,"PT",15,5,60,4,1,1,88,88,10,5,5,10,7,2,1,32
"28917",51256,"PT",10,3,6666,2,3,1,5,3,8,5,3,10,9,3,2,39
"28918",51263,"PT",120,5,240,3,1,1,5,5,4,3,2,7,8,1,1,37
"28919",51273,"PT",90,5,240,3,1,2,4,4,5,2,2,7,7,3,1,28
"28920",51307,"PT",60,5,180,1,3,3,5,7,8,6,6,9,7,3,2,24
"28921",51315,"PT",120,2,6666,3,2,1,5,5,7,7,7,5,8,4,2,73
"28922",51351,"PT",840,5,60,3,4,2,8,6,8,6,6,9,8,4,2,54
"28923",51361,"PT",240,3,6666,3,2,1,5,4,6,0,0,5,6,1,2,67
"28924",51377,"PT",105,1,6666,4,2,1,5,8,8,5,3,8,6,1,1,68
"28925",51387,"PT",150,5,90,3,1,2,5,6,8,5,5,9,6,2,2,57
"28926",51406,"PT",120,5,180,1,3,2,5,4,7,4,4,3,88,2,1,66
"28927",51437,"PT",30,1,6666,3,3,1,0,2,6,2,3,88,8,3,2,71
"28928",51438,"PT",120,1,6666,4,1,1,3,4,9,2,2,9,7,2,1,77
"28929",51470,"PT",20,1,6666,4,1,2,2,2,6,0,0,6,6,2,2,67
"28930",51497,"PT",60,1,6666,3,2,1,7,9,6,3,5,9,7,3,2,70
"28931",51515,"PT",240,5,30,3,3,2,3,3,4,3,3,4,3,0,1,74
"28932",51524,"PT",120,5,480,3,2,1,3,3,7,1,1,9,2,3,1,45
"28933",51532,"PT",60,1,6666,1,3,1,4,6,7,4,4,9,8,4,2,68
"28934",51533,"PT",60,1,6666,4,1,1,1,0,8,2,0,8,5,0,2,75
"28935",51582,"PT",30,1,6666,4,1,1,0,5,6,0,2,9,4,4,2,82
"28936",51626,"PT",660,4,60,4,2,1,8,2,5,0,0,6,9,0,1,55
"28937",51657,"PT",60,4,120,3,1,2,6,7,5,5,4,8,9,4,1,33
"28938",51680,"PT",150,5,10,4,2,1,6,6,10,7,7,6,8,1,1,80
"28939",51689,"PT",5,5,30,4,1,1,2,2,5,0,5,5,8,4,2,58
"28940",51698,"PT",60,4,360,2,2,3,5,5,7,2,2,8,7,4,1,32
"28941",51729,"PT",60,1,6666,4,2,1,5,4,7,5,5,7,3,1,2,84
"28942",51770,"PT",120,5,120,2,3,2,8,6,9,9,8,9,8,6,2,50
"28943",51781,"PT",8888,2,6666,4,1,1,1,88,10,1,1,88,1,2,2,58
"28944",51787,"PT",30,1,6666,4,1,1,2,2,7,2,2,6,4,1,2,77
"28945",51790,"PT",30,5,60,3,3,1,5,8,9,4,4,7,8,4,2,41
"28946",51796,"PT",900,1,6666,4,1,1,0,0,6,0,0,5,9,1,2,76
"28947",51820,"PT",120,4,60,2,3,3,5,4,5,3,3,6,6,2,2,65
"28948",51855,"PT",60,5,1080,2,2,2,8,6,8,6,6,8,7,4,1,55
"28949",51928,"PT",40,2,6666,1,2,2,2,4,4,2,4,8,8,0,2,62
"28950",51932,"PT",180,5,180,3,3,3,4,6,7,4,4,8,6,4,2,29
"28951",51936,"PT",120,1,6666,4,1,2,6,5,8,3,2,6,7,1,1,82
"28952",51961,"PT",60,1,6666,4,1,1,5,8,9,3,3,9,5,3,2,77
"28953",51962,"PT",35,5,105,4,1,1,7,1,7,0,0,8,7,3,2,41
"28954",51976,"PT",30,3,6666,2,3,2,2,3,7,1,1,7,6,4,1,53
"28955",52043,"PT",60,5,120,3,2,1,5,2,2,2,0,8,8,3,2,30
"28956",52058,"PT",0,3,6666,4,1,1,5,5,5,3,3,8,7,2,1,35
"28957",52087,"PT",60,5,240,3,2,1,5,5,8,3,3,9,9,3,2,20
"28958",52114,"PT",30,5,15,3,2,1,88,88,3,2,2,5,3,0,2,35
"28959",52180,"PT",60,5,45,2,2,2,3,3,5,4,4,9,8,2,2,56
"28960",52191,"PT",60,5,360,3,3,2,4,6,7,1,2,8,8,4,2,50
"28961",52198,"PT",180,1,6666,4,1,1,5,5,7,1,1,5,5,1,2,90
"28962",52199,"PT",30,5,360,2,3,2,2,2,5,3,3,7,8,4,2,23
"28963",52202,"PT",75,5,150,4,1,1,5,0,6,0,0,5,8,4,2,36
"28964",52209,"PT",120,5,120,1,3,2,7,2,7,2,2,7,6,1,1,82
"28965",52211,"PT",120,1,6666,4,1,1,5,5,6,4,4,7,6,2,2,85
"28966",52226,"PT",30,1,6666,4,1,1,2,2,5,2,2,2,6,2,2,76
